quote_id,speaker,confidence,method,paragraph,text
q01157,,0.00,unresolved,1058,"“Ah, my boy, it is not only woman's love that is ἀπέρωτος ἒρως as old Æschylus calls it. There's plenty of ‘unloving love' in the world of a masculine kind. But tell me about Adam. Has he accepted the post? I don't see that it can be much more profitable than his present work, though, to be sure, it will leave him a good deal of time on his own hands.”"
q01158,,0.00,unresolved,1059,"“Well, I felt some doubt about it when I spoke to him and he seemed to hesitate at first. His objection was that he thought he should not be able to satisfy my grandfather. But I begged him as a personal favour to me not to let any reason prevent him from accepting the place, if he really liked the employment and would not be giving up anything that was more profitable to him. And he assured me he should like it of all things—it would be a great step forward for him in business, and it would enable him to do what he had long wished to do, to give up working for Burge. He says he shall have plenty of time to superintend a little business of his own, which he and Seth will carry on, and will perhaps be able to enlarge by degrees. So he has agreed at last, and I have arranged that he shall dine with the large tenants to-day; and I mean to announce the appointment to them, and ask them to drink Adam's health. It's a little drama I've got up in honour of my friend Adam. He's a fine fellow, and I like the opportunity of letting people know that I think so.”"
q01159,,0.00,unresolved,1060,"“A drama in which friend Arthur piques himself on having a pretty part to play,”"
q01160,,0.00,unresolved,1060,"“My part, you know, is always that of the old fogy who sees nothing to admire in the young folks. I don't like to admit that I'm proud of my pupil when he does graceful things. But I must play the amiable old gentleman for once, and second your toast in honour of Adam. Has your grandfather yielded on the other point too, and agreed to have a respectable man as steward?”"
q01161,,0.00,unresolved,1061,"“Oh no,”"
q01162,,0.00,unresolved,1061,"“He's got some project or other about letting the Chase Farm and bargaining for a supply of milk and butter for the house. But I ask no questions about it—it makes me too angry. I believe he means to do all the business himself, and have nothing in the shape of a steward. It's amazing what energy he has, though.”"
q01163,,0.00,unresolved,1062,"“Well, we'll go to the ladies now,”"
q01164,,0.00,unresolved,1062,“I want to tell my mother what a splendid throne you've prepared for her under the marquee.”
q01165,,0.00,unresolved,1063,"“Yes, and we must be going to luncheon too,”"
q01166,,0.00,unresolved,1063,"“It must be two o'clock, for there is the gong beginning to sound for the tenants' dinners.”"
q01167,Seth,0.91,same-paragraph,1066,"“Seth, lad,”"
q01168,Seth,0.96,before-name-verb,1066,"“the captain has sent to say I'm to dine upstairs—he wishes it particular, Mr. Mills says, so I suppose it 'ud be behaving ill for me not to go. But I don't like sitting up above thee and mother, as if I was better than my own flesh and blood. Thee't not take it unkind, I hope?”"
q01169,Seth,0.98,after-verb-name,1067,"“Nay, nay, lad,”"
q01170,Seth,0.94,before-verb-name,1067,"“thy honour's our honour; and if thee get'st respect, thee'st won it by thy own deserts. The further I see thee above me, the better, so long as thee feel'st like a brother to me. It's because o' thy being appointed over the woods, and it's nothing but what's right. That's a place o' trust, and thee't above a common workman now.”"
q01171,Adam,0.98,after-verb-name,1068,"“Aye,”"
q01172,Adam,0.94,before-verb-name,1068,"“but nobody knows a word about it yet. I haven't given notice to Mr. Burge about leaving him, and I don't like to tell anybody else about it before he knows, for he'll be a good bit hurt, I doubt. People 'ull be wondering to see me there, and they'll like enough be guessing the reason and asking questions, for there's been so much talk up and down about my having the place, this last three weeks.”"
q01173,,0.00,unresolved,1069,"“Well, thee canst say thee wast ordered to come without being told the reason. That's the truth. And mother 'ull be fine and joyful about it. Let's go and tell her.”"
q01174,,0.00,unresolved,1070,“joked”
q01175,Adam,0.98,after-verb-name,1071,"“Well, Mester Massey,”"
q01176,Adam,0.91,same-paragraph,1071,“I'm going to dine upstairs with you to-day: the captain's sent me orders.”
q01177,Bartle,0.98,after-verb-name,1072,“Ah!”
q01178,Bartle,0.94,before-verb-name,1072,“Then there's something in the wind—there's something in the wind. Have you heard anything about what the old squire means to do?”
q01179,Adam,0.98,after-verb-name,1073,"“Why, yes,”"
q01180,Adam,0.94,before-verb-name,1073,"“I'll tell you what I know, because I believe you can keep a still tongue in your head if you like, and I hope you'll not let drop a word till it's common talk, for I've particular reasons against its being known.”"
q01181,,0.00,unresolved,1074,"“Trust to me, my boy, trust to me. I've got no wife to worm it out of me and then run out and cackle it in everybody's hearing. If you trust a man, let him be a bachelor—let him be a bachelor.”"
q01182,,0.00,unresolved,1075,"“Well, then, it was so far settled yesterday that I'm to take the management o' the woods. The captain sent for me t' offer it me, when I was seeing to the poles and things here and I've agreed to't. But if anybody asks any questions upstairs, just you take no notice, and turn the talk to something else, and I'll be obliged to you. Now, let us go on, for we're pretty nigh the last, I think.”"
q01183,Bartle,0.98,after-verb-name,1076,"“I know what to do, never fear,”"
q01184,Bartle,0.94,before-verb-name,1076,"“The news will be good sauce to my dinner. Aye, aye, my boy, you'll get on. I'll back you for an eye at measuring and a head-piece for figures, against any man in this county and you've had good teaching—you've had good teaching.”"
q01185,,0.00,unresolved,1078,"“It stands to sense,”"
q01186,,0.00,unresolved,1078,"“as old Mr. Poyser, as is th' oldest man i' the room, should sit at top o' the table. I wasn't butler fifteen year without learning the rights and the wrongs about dinner.”"
q01187,Martin,0.98,after-verb-name,1079,"“Nay, nay,”"
q01188,Martin,0.94,before-verb-name,1079,“I'n gi'en up to my son; I'm no tenant now: let my son take my place. Th' ould foulks ha' had their turn: they mun make way for the young uns.”
q01189,Luke Britton,0.98,after-verb-name,1080,"“I should ha' thought the biggest tenant had the best right, more nor th' oldest,”"
q01190,Luke Britton,0.91,same-paragraph,1080,“there's Mester Holdsworth has more land nor anybody else on th' estate.”
q01191,,0.00,unresolved,1081,"“Well,”"
q01192,,0.00,unresolved,1081,"“suppose we say the man wi' the foulest land shall sit at top; then whoever gets th' honour, there'll be no envying on him.”"
q01193,,0.00,unresolved,1082,"“Eh, here's Mester Massey,”"
q01194,,0.00,unresolved,1082,"“the schoolmaster ought to be able to tell you what's right. Who's to sit at top o' the table, Mr. Massey?”"
q01195,Bartle,0.98,after-verb-name,1083,"“Why, the broadest man,”"
q01196,Bartle,0.94,before-verb-name,1083,“and then he won't take up other folks' room; and the next broadest must sit at bottom.”
q01197,,0.00,unresolved,1085,“rather lifted up and peppery-like”
q01198,Adam,0.98,after-verb-name,1086,"“Well, Mr. Bede, you're one o' them as mounts hup'ards apace,”"
q01199,Adam,0.94,before-verb-name,1086,"“You've niver dined here before, as I remember.”"
q01200,Adam,0.98,after-verb-name,1087,"“No, Mr. Casson,”"
q01201,Adam,0.91,same-paragraph,1087,"“I've never dined here before, but I come by Captain Donnithorne's wish, and I hope it's not disagreeable to anybody here.”"
q01202,,0.00,unresolved,1088,"“Nay, nay,”"
q01203,,0.00,unresolved,1088,“we're glad ye're come. Who's got anything to say again' it?”
q01204,,0.00,unresolved,1089,"“And ye'll sing us ‘Over the hills and far away,' after dinner, wonna ye?”"
q01205,,0.00,unresolved,1089,“That's a song I'm uncommon fond on.”
q01206,,0.00,unresolved,1090,“Peeh!”
q01207,,0.00,unresolved,1090,"“it's not to be named by side o' the Scotch tunes. I've never cared about singing myself; I've had something better to do. A man that's got the names and the natur o' plants in's head isna likely to keep a hollow place t' hold tunes in. But a second cousin o' mine, a drovier, was a rare hand at remembering the Scotch tunes. He'd got nothing else to think on.”"
q01208,Bartle Massey,0.98,after-verb-name,1091,“The Scotch tunes!”
q01209,Bartle Massey,0.94,before-verb-name,1091,"“I've heard enough o' the Scotch tunes to last me while I live. They're fit for nothing but to frighten the birds with—that's to say, the English birds, for the Scotch birds may sing Scotch for what I know. Give the lads a bagpipe instead of a rattle, and I'll answer for it the corn 'll be safe.”"
q01210,,0.00,unresolved,1092,"“Yes, there's folks as find a pleasure in undervallying what they know but little about,”"
q01211,Bartle,0.97,after-name-verb,1093,"“Why, the Scotch tunes are just like a scolding, nagging woman,”"
q01212,Bartle,0.96,before-name-verb,1093,"“They go on with the same thing over and over again, and never come to a reasonable end. Anybody 'ud think the Scotch tunes had always been asking a question of somebody as deaf as old Taft, and had never got an answer yet.”"
q01213,Hetty,0.96,before-name-verb,1094,"“Oh dear, Aunt, I wish you'd speak to Totty; she keeps putting her legs up so, and messing my frock.”"
q01214,,0.00,unresolved,1095,"“What's the matter wi' the child? She can niver please you,”"
q01215,,0.00,unresolved,1095,"“Let her come by the side o' me, then. I can put up wi' her.”"
q01216,,0.00,unresolved,1099,"“My grandfather and I hope all our friends here have enjoyed their dinner, and find my birthday ale good. Mr. Irwine and I are come to taste it with you, and I am sure we shall all like anything the better that the rector shares with us.”"
q01217,,0.00,unresolved,1100,"“Captain, my neighbours have put it upo' me to speak for 'em to-day, for where folks think pretty much alike, one spokesman's as good as a score. And though we've mayhappen got contrairy ways o' thinking about a many things—one man lays down his land one way an' another another—an' I'll not take it upon me to speak to no man's farming, but my own—this I'll say, as we're all o' one mind about our young squire. We've pretty nigh all on us known you when you war a little un, an' we've niver known anything on you but what was good an' honorable. You speak fair an' y' act fair, an' we're joyful when we look forrard to your being our landlord, for we 'lieve you mean to do right by everybody, an' 'ull make no man's bread bitter to him if you can help it. That's what I mean, an' that's what we all mean; and when a man's said what he means, he'd better stop, for th' ale 'ull be none the better for stannin'. An' I'll not say how we like th' ale yet, for we couldna well taste it till we'd drunk your health in it; but the dinner was good, an' if there's anybody hasna enjoyed it, it must be the fault of his own inside. An' as for the rector's company, it's well known as that's welcome t' all the parish wherever he may be; an' I hope, an' we all hope, as he'll live to see us old folks, an' our children grown to men an' women an' Your Honour a family man. I've no more to say as concerns the present time, an' so we'll drink our young squire's health—three times three.”"
q01218,,0.00,unresolved,1102,"“I thank you all, my good friends and neighbours,”"
q01219,,0.00,unresolved,1102,"“for the good opinion of me, and the kind feelings towards me which Mr. Poyser has been expressing on your behalf and on his own, and it will always be my heartiest wish to deserve them. In the course of things we may expect that, if I live, I shall one day or other be your landlord; indeed, it is on the ground of that expectation that my grandfather has wished me to celebrate this day and to come among you now; and I look forward to this position, not merely as one of power and pleasure for myself, but as a means of benefiting my neighbours. It hardly becomes so young a man as I am to talk much about farming to you, who are most of you so much older, and are men of experience; still, I have interested myself a good deal in such matters, and learned as much about them as my opportunities have allowed; and when the course of events shall place the estate in my hands, it will be my first desire to afford my tenants all the encouragement a landlord can give them, in improving their land and trying to bring about a better practice of husbandry. It will be my wish to be looked on by all my deserving tenants as their best friend, and nothing would make me so happy as to be able to respect every man on the estate, and to be respected by him in return. It is not my place at present to enter into particulars; I only meet your good hopes concerning me by telling you that my own hopes correspond to them—that what you expect from me I desire to fulfil; and I am quite of Mr. Poyser's opinion, that when a man has said what he means, he had better stop. But the pleasure I feel in having my own health drunk by you would not be perfect if we did not drink the health of my grandfather, who has filled the place of both parents to me. I will say no more, until you have joined me in drinking his health on a day when he has wished me to appear among you as the future representative of his name and family.”"
q01220,,0.00,unresolved,1103,“he'd better not ha' stirred a kettle o' sour broth.”
q01221,,0.00,unresolved,1103,"“I thank you, both for my grandfather and myself; and now there is one more thing I wish to tell you, that you may share my pleasure about it, as I hope and believe you will. I think there can be no man here who has not a respect, and some of you, I am sure, have a very high regard, for my friend Adam Bede. It is well known to every one in this neighbourhood that there is no man whose word can be more depended on than his; that whatever he undertakes to do, he does well, and is as careful for the interests of those who employ him as for his own. I'm proud to say that I was very fond of Adam when I was a little boy, and I have never lost my old feeling for him—I think that shows that I know a good fellow when I find him. It has long been my wish that he should have the management of the woods on the estate, which happen to be very valuable, not only because I think so highly of his character, but because he has the knowledge and the skill which fit him for the place. And I am happy to tell you that it is my grandfather's wish too, and it is now settled that Adam shall manage the woods—a change which I am sure will be very much for the advantage of the estate; and I hope you will by and by join me in drinking his health, and in wishing him all the prosperity in life that he deserves. But there is a still older friend of mine than Adam Bede present, and I need not tell you that it is Mr. Irwine. I'm sure you will agree with me that we must drink no other person's health until we have drunk his. I know you have all reason to love him, but no one of his parishioners has so much reason as I. Come, charge your glasses, and let us drink to our excellent rector—three times three!”"
q01222,,0.00,unresolved,1105,"“This is not the first time, by a great many,”"
q01223,,0.00,unresolved,1105,"“that I have had to thank my parishioners for giving me tokens of their goodwill, but neighbourly kindness is among those things that are the more precious the older they get. Indeed, our pleasant meeting to-day is a proof that when what is good comes of age and is likely to live, there is reason for rejoicing, and the relation between us as clergyman and parishioners came of age two years ago, for it is three-and-twenty years since I first came among you, and I see some tall fine-looking young men here, as well as some blooming young women, that were far from looking as pleasantly at me when I christened them as I am happy to see them looking now. But I'm sure you will not wonder when I say that among all those young men, the one in whom I have the strongest interest is my friend Mr. Arthur Donnithorne, for whom you have just expressed your regard. I had the pleasure of being his tutor for several years, and have naturally had opportunities of knowing him intimately which cannot have occurred to any one else who is present; and I have some pride as well as pleasure in assuring you that I share your high hopes concerning him, and your confidence in his possession of those qualities which will make him an excellent landlord when the time shall come for him to take that important position among you. We feel alike on most matters on which a man who is getting towards fifty can feel in common with a young man of one-and-twenty, and he has just been expressing a feeling which I share very heartily, and I would not willingly omit the opportunity of saying so. That feeling is his value and respect for Adam Bede. People in a high station are of course more thought of and talked about and have their virtues more praised, than those whose lives are passed in humble everyday work; but every sensible man knows how necessary that humble everyday work is, and how important it is to us that it should be done well. And I agree with my friend Mr. Arthur Donnithorne in feeling that when a man whose duty lies in that sort of work shows a character which would make him an example in any station, his merit should be acknowledged. He is one of those to whom honour is due, and his friends should delight to honour him. I know Adam Bede well—I know what he is as a workman, and what he has been as a son and brother—and I am saying the simplest truth when I say that I respect him as much as I respect any man living. But I am not speaking to you about a stranger; some of you are his intimate friends, and I believe there is not one here who does not know enough of him to join heartily in drinking his health.”"
q01224,,0.00,unresolved,1106,"“A bumper to Adam Bede, and may he live to have sons as faithful and clever as himself!”"
q01225,,0.00,unresolved,1107,“Tough work”
q01226,,0.00,unresolved,1109,"“I'm quite taken by surprise,”"
q01227,,0.00,unresolved,1109,"“I didn't expect anything o' this sort, for it's a good deal more than my wages. But I've the more reason to be grateful to you, Captain, and to you, Mr. Irwine, and to all my friends here, who've drunk my health and wished me well. It 'ud be nonsense for me to be saying, I don't at all deserve th' opinion you have of me; that 'ud be poor thanks to you, to say that you've known me all these years and yet haven't sense enough to find out a great deal o' the truth about me. You think, if I undertake to do a bit o' work, I'll do it well, be my pay big or little—and that's true. I'd be ashamed to stand before you here if it wasna true. But it seems to me that's a man's plain duty, and nothing to be conceited about, and it's pretty clear to me as I've never done more than my duty; for let us do what we will, it's only making use o' the sperrit and the powers that ha' been given to us. And so this kindness o' yours, I'm sure, is no debt you owe me, but a free gift, and as such I accept it and am thankful. And as to this new employment I've taken in hand, I'll only say that I took it at Captain Donnithorne's desire, and that I'll try to fulfil his expectations. I'd wish for no better lot than to work under him, and to know that while I was getting my own bread I was taking care of his int'rests. For I believe he's one o' those gentlemen as wishes to do the right thing, and to leave the world a bit better than he found it, which it's my belief every man may do, whether he's gentle or simple, whether he sets a good bit o' work going and finds the money, or whether he does the work with his own hands. There's no occasion for me to say any more about what I feel towards him: I hope to show it through the rest o' my life in my actions.”"
q01228,,0.00,unresolved,1111,"“How do you do, Mrs. Poyser?”"
q01229,,0.00,unresolved,1111,“Weren't you pleased to hear your husband make such a good speech to-day?”
q01230,,0.00,unresolved,1112,"“Oh, sir, the men are mostly so tongue-tied—you're forced partly to guess what they mean, as you do wi' the dumb creaturs.”"
q01231,,0.00,unresolved,1113,“What! you think you could have made it better for him?”
q01232,,0.00,unresolved,1114,"“Well, sir, when I want to say anything, I can mostly find words to say it in, thank God. Not as I'm a-finding faut wi' my husband, for if he's a man o' few words, what he says he'll stand to.”"
q01233,,0.00,unresolved,1115,"“I'm sure I never saw a prettier party than this,”"
q01234,,0.00,unresolved,1115,"“My aunt and the Miss Irwines will come up and see you presently. They were afraid of the noise of the toasts, but it would be a shame for them not to see you at table.”"
q01235,Wiry Ben,0.94,before-verb-name,1119,"“the lissom'st, springest fellow i' the country,”"
q01236,,0.00,unresolved,1122,"“Upon my word it's a pretty sight,”"
q01237,,0.00,unresolved,1122,"“and it's the last fête-day I'm likely to see, unless you make haste and get married, Arthur. But take care you get a charming bride, else I would rather die without seeing her.”"
q01238,,0.00,unresolved,1123,"“You're so terribly fastidious, Godmother,”"
q01239,,0.00,unresolved,1123,“I'm afraid I should never satisfy you with my choice.”
q01240,,0.00,unresolved,1124,"“Well, I won't forgive you if she's not handsome. I can't be put off with amiability, which is always the excuse people are making for the existence of plain people. And she must not be silly; that will never do, because you'll want managing, and a silly woman can't manage you. Who is that tall young man, Dauphin, with the mild face? There, standing without his hat, and taking such care of that tall old woman by the side of him—his mother, of course. I like to see that.”"
q01241,,0.00,unresolved,1125,"“What, don't you know him, Mother?”"
q01242,,0.00,unresolved,1125,"“That is Seth Bede, Adam's brother—a Methodist, but a very good fellow. Poor Seth has looked rather down-hearted of late; I thought it was because of his father's dying in that sad way, but Joshua Rann tells me he wanted to marry that sweet little Methodist preacher who was here about a month ago, and I suppose she refused him.”"
q01243,,0.00,unresolved,1126,"“Ah, I remember hearing about her. But there are no end of people here that I don't know, for they're grown up and altered so since I used to go about.”"
q01244,,0.00,unresolved,1127,“What excellent sight you have!”
q01245,,0.00,unresolved,1127,“to see the expression of that young man's face so far off. His face is nothing but a pale blurred spot to me. But I fancy I have the advantage of you when we come to look close. I can read small print without spectacles.”
q01246,,0.00,unresolved,1128,"“Ah, my dear sir, you began with being very near-sighted, and those near-sighted eyes always wear the best. I want very strong spectacles to read with, but then I think my eyes get better and better for things at a distance. I suppose if I could live another fifty years, I should be blind to everything that wasn't out of other people's sight, like a man who stands in a well and sees nothing but the stars.”"
q01247,,0.00,unresolved,1129,"“See,”"
q01248,,0.00,unresolved,1129,"“the old women are ready to set out on their race now. Which do you bet on, Gawaine?”"
q01249,,0.00,unresolved,1130,"“The long-legged one, unless they're going to have several heats, and then the little wiry one may win.”"
q01250,,0.00,unresolved,1131,"“There are the Poysers, Mother, not far off on the right hand,”"
q01251,,0.00,unresolved,1131,“Mrs. Poyser is looking at you. Do take notice of her.”
q01252,,0.00,unresolved,1132,"“To be sure I will,”"
q01253,,0.00,unresolved,1132,“A woman who sends me such excellent cream-cheese is not to be neglected. Bless me! What a fat child that is she is holding on her knee! But who is that pretty girl with dark eyes?”
q01254,Miss Lydia Donnithorne,0.98,after-verb-name,1133,"“That is Hetty Sorrel,”"
q01255,Miss Lydia Donnithorne,0.94,before-verb-name,1133,"“Martin Poyser's niece—a very likely young person, and well-looking too. My maid has taught her fine needlework, and she has mended some lace of mine very respectably indeed—very respectably.”"
q01256,,0.00,unresolved,1134,"“Why, she has lived with the Poysers six or seven years, Mother; you must have seen her,”"
q01257,,0.00,unresolved,1135,"“No, I've never seen her, child—at least not as she is now,”"
q01258,,0.00,unresolved,1135,"“Well-looking, indeed! She's a perfect beauty! I've never seen anything so pretty since my young days. What a pity such beauty as that should be thrown away among the farmers, when it's wanted so terribly among the good families without fortune! I daresay, now, she'll marry a man who would have thought her just as pretty if she had had round eyes and red hair.”"
q01259,,0.00,unresolved,1137,"“No, Mother,”"
q01260,,0.00,unresolved,1137,"“I can't agree with you there. The common people are not quite so stupid as you imagine. The commonest man, who has his ounce of sense and feeling, is conscious of the difference between a lovely, delicate woman and a coarse one. Even a dog feels a difference in their presence. The man may be no better able than the dog to explain the influence the more refined beauty has on him, but he feels it.”"
q01261,,0.00,unresolved,1138,"“Bless me, Dauphin, what does an old bachelor like you know about it?”"
q01262,,0.00,unresolved,1139,"“Oh, that is one of the matters in which old bachelors are wiser than married men, because they have time for more general contemplation. Your fine critic of woman must never shackle his judgment by calling one woman his own. But, as an example of what I was saying, that pretty Methodist preacher I mentioned just now told me that she had preached to the roughest miners and had never been treated with anything but the utmost respect and kindness by them. The reason is—though she doesn't know it—that there's so much tenderness, refinement, and purity about her. Such a woman as that brings with her ‘airs from heaven' that the coarsest fellow is not insensible to.”"
q01263,,0.00,unresolved,1140,"“Here's a delicate bit of womanhood, or girlhood, coming to receive a prize, I suppose,”"
q01264,,0.00,unresolved,1140,"“She must be one of the racers in the sacks, who had set off before we came.”"
q01265,,0.00,unresolved,1141,“bit of womanhood”
q01266,Miss Lydia,0.98,after-verb-name,1143,"“Here is the prize for the first sack-race,”"
q01267,Miss Lydia,0.91,same-paragraph,1143,“an excellent grogram gown and a piece of flannel.”
q01268,,0.00,unresolved,1144,"“You didn't think the winner was to be so young, I suppose, Aunt?”"
q01269,,0.00,unresolved,1144,"“Couldn't you find something else for this girl, and save that grim-looking gown for one of the older women?”"
q01270,Miss Lydia,0.98,after-verb-name,1145,"“I have bought nothing but what is useful and substantial,”"
q01271,Miss Lydia,0.94,before-verb-name,1145,"“I should not think of encouraging a love of finery in young women of that class. I have a scarlet cloak, but that is for the old woman who wins.”"
q01272,Bessy Cranage,0.91,same-paragraph,1147,"“This is Bessy Cranage, mother,”"
q01273,Bessy Cranage,0.96,before-name-verb,1147,"“Chad Cranage's daughter. You remember Chad Cranage, the blacksmith?”"
q01274,,0.00,unresolved,1148,"“Yes, to be sure,”"
q01275,,0.00,unresolved,1148,"“Well, Bessy, here is your prize—excellent warm things for winter. I'm sure you have had hard work to win them this warm day.”"
q01276,,0.00,unresolved,1150,"“Poor girl,”"
q01277,,0.00,unresolved,1150,“I think she's disappointed. I wish it had been something more to her taste.”
q01278,Miss Lydia,0.98,after-verb-name,1151,"“She's a bold-looking young person,”"
q01279,Miss Lydia,0.94,before-verb-name,1151,“Not at all one I should like to encourage.”
q01280,,0.00,unresolved,1153,“What's the matter wi' ye?”
q01281,,0.00,unresolved,1153,"“Ye'n sweltered yoursen, I reckon, running that fool's race. An' here, they'n gi'en you lots o' good grogram and flannel, as should ha' been gi'en by good rights to them as had the sense to keep away from such foolery. Ye might spare me a bit o' this grogram to make clothes for the lad—ye war ne'er ill-natured, Bess; I ne'er said that on ye.”"
q01282,,0.00,unresolved,1154,"“Ye may take it all, for what I care,”"
q01283,Chad,0.98,after-verb-name,1155,"“Well, I could do wi't, if so be ye want to get rid on't,”"
q01284,,0.00,unresolved,1158,"“What's this, what's this?”"
q01285,,0.00,unresolved,1158,"“Is it something you've arranged, Arthur? Here's the clerk coming with his fiddle, and a smart fellow with a nosegay in his button-hole.”"
q01286,,0.00,unresolved,1159,"“No,”"
q01287,,0.00,unresolved,1159,"“I know nothing about it. By Jove, he's going to dance! It's one of the carpenters—I forget his name at this moment.”"
q01288,Wiry Ben,0.91,same-paragraph,1160,"“It's Ben Cranage—Wiry Ben, they call him,”"
q01289,Wiry Ben,0.96,before-name-verb,1160,"“rather a loose fish, I think. Anne, my dear, I see that fiddle-scraping is too much for you: you're getting tired. Let me take you in now, that you may rest till dinner.”"
q01290,,0.00,unresolved,1161,"“White Cockade,”"
q01291,,0.00,unresolved,1162,“Bird Waltz”
q01292,,0.00,unresolved,1163,“Bravo!”
q01293,,0.00,unresolved,1164,“What dost think o' that?”
q01294,,0.00,unresolved,1164,"“He goes as pat to the music as if he was made o' clockwork. I used to be a pretty good un at dancing myself when I was lighter, but I could niver ha' hit it just to th' hair like that.”"
q01295,,0.00,unresolved,1165,"“It's little matter what his limbs are, to my thinking,”"
q01296,,0.00,unresolved,1165,"“He's empty enough i' the upper story, or he'd niver come jigging an' stamping i' that way, like a mad grasshopper, for the gentry to look at him. They're fit to die wi' laughing, I can see.”"
q01297,,0.00,unresolved,1166,"“Well, well, so much the better, it amuses 'em,”"
q01298,,0.00,unresolved,1166,"“But they're going away now, t' have their dinner, I reckon. We'll move about a bit, shall we, and see what Adam Bede's doing. He's got to look after the drinking and things: I doubt he hasna had much fun.”"
q01299,,0.00,unresolved,1170,"“Eh, it's fine talkin' o' dancin',”"
q01300,,0.00,unresolved,1170,"“an' thy father not a five week in's grave. An' I wish I war there too, i'stid o' bein' left to take up merrier folks's room above ground.”"
q01301,Adam,0.98,after-verb-name,1171,"“Nay, don't look at it i' that way, Mother,”"
q01302,Adam,0.94,before-verb-name,1171,"“I don't mean to dance—I shall only look on. And since the captain wishes me to be there, it 'ud look as if I thought I knew better than him to say as I'd rather not stay. And thee know'st how he's behaved to me to-day.”"
q01303,Adam,0.78,neighbor-continuation,1172,"“Eh, thee't do as thee lik'st, for thy old mother's got no right t' hinder thee. She's nought but th' old husk, and thee'st slipped away from her, like the ripe nut.”"
q01304,Adam,0.98,after-verb-name,1173,"“Well, Mother,”"
q01305,Hetty,0.98,after-verb-name,1173,"“I'll go and tell the captain as it hurts thy feelings for me to stay, and I'd rather go home upo' that account: he won't take it ill then, I daresay, and I'm willing.”"
q01306,,0.00,unresolved,1174,"“Nay, nay, I wonna ha' thee do that—the young squire 'ull be angered. Go an' do what thee't ordered to do, an' me and Seth 'ull go whome. I know it's a grit honour for thee to be so looked on—an' who's to be prouder on it nor thy mother? Hadna she the cumber o' rearin' thee an' doin' for thee all these 'ears?”"
q01307,Adam,0.98,after-verb-name,1175,"“Well, good-bye, then, Mother—good-bye, lad—remember Gyp when you get home,”"
q01308,Adam,0.91,same-paragraph,1176,"“Why, Adam, I'm glad to get sight on y' again,”"
q01309,Adam,0.96,before-name-verb,1176,"“You're going t' have a bit o' fun, I hope, now your work's all done. And here's Hetty has promised no end o' partners, an' I've just been askin' her if she'd agreed to dance wi' you, an' she says no.”"
q01310,Adam,0.98,after-verb-name,1177,"“Well, I didn't think o' dancing to-night,”"
q01311,,0.00,unresolved,1178,“Nonsense!”
q01312,,0.00,unresolved,1178,"“Why, everybody's goin' to dance to-night, all but th' old squire and Mrs. Irwine. Mrs. Best's been tellin' us as Miss Lyddy and Miss Irwine 'ull dance, an' the young squire 'ull pick my wife for his first partner, t' open the ball: so she'll be forced to dance, though she's laid by ever sin' the Christmas afore the little un was born. You canna for shame stand still, Adam, an' you a fine young fellow and can dance as well as anybody.”"
q01313,,0.00,unresolved,1179,"“Nay, nay,”"
q01314,,0.00,unresolved,1179,"“it 'ud be unbecomin'. I know the dancin's nonsense, but if you stick at everything because it's nonsense, you wonna go far i' this life. When your broth's ready-made for you, you mun swallow the thickenin', or else let the broth alone.”"
q01315,Adam,0.98,after-verb-name,1180,"“Then if Hetty 'ull dance with me,”"
q01316,Hetty,0.96,before-name-verb,1180,“I'll dance whichever dance she's free.”
q01317,Hetty,0.98,after-verb-name,1181,"“I've got no partner for the fourth dance,”"
q01318,Hetty,0.94,before-verb-name,1181,"“I'll dance that with you, if you like.”"
q01319,,0.00,unresolved,1182,"“Ah,”"
q01320,,0.00,unresolved,1182,"“but you mun dance the first dance, Adam, else it'll look partic'ler. There's plenty o' nice partners to pick an' choose from, an' it's hard for the gells when the men stan' by and don't ask 'em.”"
q01321,,0.00,unresolved,1184,"“There's the big clock strikin' eight,”"
q01322,,0.00,unresolved,1184,"“we must make haste in now, else the squire and the ladies 'ull be in afore us, an' that wouldna look well.”"
q01323,,0.00,unresolved,1186,“I'll lay my life he's brewin' some nasty turn against us. Old Harry doesna wag his tail so for nothin'.”
q01324,,0.00,unresolved,1186,"“Mrs. Poyser, I'm come to request the favour of your hand for the first dance; and, Mr. Poyser, you must let me take you to my aunt, for she claims you as her partner.”"
q01325,Hetty,0.91,same-paragraph,1192,"“I've desired Hetty to remember as she's got to dance wi' you, sir,”"
q01326,Hetty,0.96,before-name-verb,1192,"“for she's so thoughtless, she'd be like enough to go an' engage herself for ivery dance. So I told her not to promise too many.”"
q01327,,0.00,unresolved,1193,"“Thank you, Mrs. Poyser,”"
q01328,,0.00,unresolved,1193,"“Now, sit down in this comfortable chair, and here is Mills ready to give you what you would like best.”"
q01329,,0.00,unresolved,1195,“God bless her!”
q01330,,0.00,unresolved,1195,"“I'd make her life a happy 'un, if a strong arm to work for her, and a heart to love her, could do it.”"
q01331,Adam,0.98,after-verb-name,1198,"“Let me hold her,”"
q01332,Adam,0.91,same-paragraph,1198,“the children are so heavy when they're asleep.”
q01333,Adam,0.98,after-verb-name,1200,"“My locket, my locket!”"
q01334,Adam,0.94,before-verb-name,1200,“never mind the beads.”
q01335,Hetty,0.98,after-verb-name,1202,"“It isn't hurt,”"
q01336,Hetty,0.98,after-verb-name,1203,"“Oh, it doesn't matter, I don't mind about it,”"
